READ_ONLY,GLOBAL_VALUE,DEFAULT_VALUE,SESSION_VALUE,VARIABLE_NAME,VARIABLE_TYPE,VARIABLE_SCOPE,ENUM_VALUE_LIST,VARIABLE_COMMENT,GLOBAL_VALUE_PATH,NUMERIC_MAX_VALUE,NUMERIC_MIN_VALUE,NUMERIC_BLOCK_SIZE,GLOBAL_VALUE_ORIGIN,COMMAND_LINE_ARGUMENT
NO,<blank>,<blank>,NULL,REPLICATE_DO_DB,VARCHAR,GLOBAL,NULL,"Tell the slave to restrict replication to updates of tables whose names appear in the comma-separated list. For statement-based replication, only the default database (that is, the one selected by USE) is considered, not any explicitly mentioned tables in the query. For row-based replication, the actual names of table(s) being updated are checked.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,2000000000,2000000000,NULL,INNODB_FT_RESULT_CACHE_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,InnoDB Fulltext search query result cache limit in bytes,NULL,18446744073709551615,1000000,0,COMPILE-TIME,REQUIRED
NO,ss0112.hostingcare.net,ss0112.hostingcare.net,NULL,WSREP_NODE_NAME,VARCHAR,GLOBAL,NULL,Name of this node. This name can be used in wsrep_sst_donor as a preferred donor. Note that multiple nodes in a cluster can have the same name.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,0,0,0,WSREP_SYNC_WAIT,INT UNSIGNED,SESSION,NULL,"Ensure ""synchronous"" read view before executing an operation of the type specified by bitmask: 1 - READ(includes SELECT, SHOW and BEGIN/START TRANSACTION); 2 - UPDATE and DELETE; 4 - INSERT and REPLACE",NULL,15,0,1,COMPILE-TIME,OPTIONAL
NO,OFF,OFF,OFF,OLD_PASSWORDS,BOOLEAN,SESSION,"OFF,ON",Use old password encryption method (needed for 4.0 and older clients),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,none,none,NULL,ARIA_GROUP_COMMIT,ENUM,GLOBAL,"none,hard,soft","Specifies Aria group commit mode. Possible values are ""none"" (no group commit), ""hard"" (with waiting to actual commit), ""soft"" (no wait for commit (DANGEROUS!!!))",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,"basic,explain","basic,explain","basic,explain",NOTE_VERBOSITY,SET,SESSION,"basic,unusable_keys,explain",Verbosity level for note-warnings given to the user. See also @@sql_notes.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,1,1,NULL,INNODB_ENCRYPTION_ROTATE_KEY_AGE,INT UNSIGNED,GLOBAL,NULL,Key rotation - re-encrypt in background all pages that were encrypted with a key that many (or more) versions behind. Value 0 indicates that key rotation is disabled.,NULL,4294967295,0,0,COMPILE-TIME,REQUIRED
NO,32,32,NULL,RPL_SEMI_SYNC_SLAVE_TRACE_LEVEL,BIGINT UNSIGNED,GLOBAL,NULL,The tracing level for semi-sync replication.,NULL,18446744073709551615,0,1,COMPILE-TIME,REQUIRED
NO,enabled=off,enabled=off,enabled=off,OPTIMIZER_TRACE,FLAGSET,SESSION,"enabled,default","Controls tracing of the Optimizer: optimizer_trace=option=val[,option=val...], where option is one of {enabled} and val is one of {on, off, default}",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,<blank>,<blank>,NULL,WSREP_NODE_ADDRESS,VARCHAR,GLOBAL,NULL,"Specifies the node's network address, in the format ip address[:port]. Used in situations where autoguessing is not reliable. As of MariaDB 10.1.8, supports IPv6.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,REQUIRE_SECURE_TRANSPORT,BOOLEAN,GLOBAL,"OFF,ON","When this option is enabled, connections attempted using insecure transport will be rejected. Secure transports are SSL/TLS, Unix sockets or named pipes.",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,7,7,NULL,WSREP_IGNORE_APPLY_ERRORS,INT UNSIGNED,GLOBAL,NULL,Ignore replication errors,NULL,7,0,1,COMPILE-TIME,REQUIRED
NO,56,56,NULL,INNODB_READ_AHEAD_THRESHOLD,BIGINT UNSIGNED,GLOBAL,NULL,Number of pages that must be accessed sequentially for InnoDB to trigger a readahead.,NULL,64,0,0,COMPILE-TIME,REQUIRED
NO,4294967295,4294967295,NULL,MAX_WRITE_LOCK_COUNT,BIGINT UNSIGNED,GLOBAL,NULL,"After this many write locks, allow some read locks to run in between",NULL,4294967295,1,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,INNODB_IMMEDIATE_SCRUB_DATA_UNCOMPRESSED,BOOLEAN,GLOBAL,"OFF,ON",Enable scrubbing of data,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,<blank>,NULL,<blank>,ENFORCE_STORAGE_ENGINE,VARCHAR,SESSION,NULL,Force the use of a storage engine for new tables,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,<blank>,<blank>,NULL,INNODB_MONITOR_RESET_ALL,VARCHAR,GLOBAL,NULL,Reset all values for a monitor counter,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,0,0,NULL,SYNC_BINLOG,INT UNSIGNED,GLOBAL,NULL,Synchronously flush binary log to disk after every #th event. Use 0 (default) to disable synchronous flushing,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,INNODB_OPTIMIZE_FULLTEXT_ONLY,BOOLEAN,GLOBAL,"OFF,ON",Only optimize the Fulltext index of the table,NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
NO,OFF,OFF,OFF,SQL_LOG_OFF,BOOLEAN,SESSION,"OFF,ON","If set to 1 (0 is the default), no logging to the general query log is done for the client. Only clients with the SUPER privilege can update this variable.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,nulls_equal,nulls_equal,NULL,INNODB_STATS_METHOD,ENUM,GLOBAL,"nulls_equal,nulls_unequal,nulls_ignored","Specifies how InnoDB index statistics collection code should treat NULLs. Possible values are NULLS_EQUAL (default), NULLS_UNEQUAL and NULLS_IGNORED",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,2000,2000,NULL,TABLE_OPEN_CACHE,BIGINT UNSIGNED,GLOBAL,NULL,The number of cached open tables,NULL,1048576,10,1,COMPILE-TIME,REQUIRED
NO,1,1,1,LOG_SLOW_RATE_LIMIT,BIGINT UNSIGNED,SESSION,NULL,Write to slow log every #th slow query. Set to 1 to log everything. Increase it to reduce the size of the slow or the performance impact of slow logging,NULL,4294967295,1,1,COMPILE-TIME,REQUIRED
NO,268434432,268434432,268434432,ARIA_SORT_BUFFER_SIZE,BIGINT UNSIGNED,SESSION,NULL,The buffer that is allocated when sorting the index when doing a REPAIR or when creating indexes with CREATE INDEX or ALTER TABLE.,NULL,1152921504606846975,16352,1,COMPILE-TIME,REQUIRED
NO,ON,ON,ON,SESSION_TRACK_SCHEMA,BOOLEAN,SESSION,"OFF,ON",Track changes to the default schema.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,128,128,NULL,INNODB_PURGE_RSEG_TRUNCATE_FREQUENCY,BIGINT UNSIGNED,GLOBAL,NULL,Deprecated parameter with no effect,NULL,128,1,0,COMPILE-TIME,NULL
NO,4294967296,134217728,NULL,INNODB_BUFFER_POOL_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,The size of the memory buffer InnoDB uses to cache data and indexes of its tables.,NULL,9223372036854775807,2097152,1048576,CONFIG,REQUIRED
NO,32768,32768,32768,PRELOAD_BUFFER_SIZE,BIGINT UNSIGNED,SESSION,NULL,The size of the buffer that is allocated when preloading indexes,NULL,1073741824,1024,1,COMPILE-TIME,REQUIRED
NO,OFF,ON,NULL,LOCAL_INFILE,BOOLEAN,GLOBAL,"OFF,ON",Enable LOAD DATA LOCAL INFILE,NULL,NULL,NULL,NULL,CONFIG,OPTIONAL
NO,OFF,OFF,NULL,RPL_SEMI_SYNC_SLAVE_ENABLED,BOOLEAN,GLOBAL,"OFF,ON",Enable semi-synchronous replication slave (disabled by default).,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,OFF,OFF,NULL,INNODB_BUFFER_POOL_LOAD_NOW,BOOLEAN,GLOBAL,"OFF,ON",Trigger an immediate load of the buffer pool from a file named @@innodb_buffer_pool_filename,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,1000,1000,1000,MAX_RECURSIVE_ITERATIONS,BIGINT UNSIGNED,SESSION,NULL,Maximum number of iterations when executing recursive queries,NULL,4294967295,0,1,COMPILE-TIME,OPTIONAL
NO,18446744073709551615,18446744073709551615,18446744073709551615,TMP_DISK_TABLE_SIZE,BIGINT UNSIGNED,SESSION,NULL,Max size for data for an internal temporary on-disk MyISAM or Aria table.,NULL,18446744073709551615,1024,1,COMPILE-TIME,REQUIRED
NO,CRC32,CRC32,NULL,BINLOG_CHECKSUM,ENUM,GLOBAL,"NONE,CRC32",Type of BINLOG_CHECKSUM_ALG. Include checksum for log events in the binary log,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,sp,sp,sp,LOG_DISABLED_STATEMENTS,SET,SESSION,"slave,sp",Don't log certain types of statements to general log,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,4,4,4,DIV_PRECISION_INCREMENT,BIGINT UNSIGNED,SESSION,NULL,Precision of the result of '/' operator will be increased on that value,NULL,38,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,ARIA_ENCRYPT_TABLES,BOOLEAN,GLOBAL,"OFF,ON",Encrypt tables (only for tables with ROW_FORMAT=PAGE (default) and not FIXED/DYNAMIC),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,AFTER_COMMIT,AFTER_COMMIT,NULL,RPL_SEMI_SYNC_MASTER_WAIT_POINT,ENUM,GLOBAL,"AFTER_SYNC,AFTER_COMMIT","Should transaction wait for semi-sync ack after having synced binlog, or after having committed in storage engine.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,30,30,NULL,ARIA_CHECKPOINT_INTERVAL,BIGINT UNSIGNED,GLOBAL,NULL,Interval between tries to do an automatic checkpoints. In seconds; 0 means 'no automatic checkpoints' which makes sense only for testing.,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,1048576,1048576,NULL,ARIA_CHECKPOINT_LOG_ACTIVITY,BIGINT UNSIGNED,GLOBAL,NULL,Number of bytes that the transaction log has to grow between checkpoints before a new checkpoint is written to the log.,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,ON,ON,ON,SQL_NOTES,BOOLEAN,SESSION,"OFF,ON","If set to 1, the default, warning_count is incremented each time a Note warning is encountered. If set to 0, Note warnings are not recorded. mysqldump has outputs to set this variable to 0 so that no unnecessary increments occur when data is reloaded. See also note_verbosity, which allows one to define with notes are sent.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,1,1,NULL,INNODB_FLUSH_LOG_AT_TRX_COMMIT,BIGINT UNSIGNED,GLOBAL,NULL,"Controls the durability/speed trade-off for commits. Set to 0 (write and flush redo log to disk only once per second), 1 (flush to disk at each commit), 2 (write to log at commit but flush to disk only once per second) or 3 (flush to disk at prepare and at commit, slower and usually redundant). 1 and 3 guarantees that after a crash, committed transactions will not be lost and will be consistent with the binlog and other transactional engines. 2 can get inconsistent and lose transactions if there is a power failure or kernel crash but not if mysqld crashes. 0 has no guarantees in case of crash. 0 and 2 can be faster than 1 or 3.",NULL,3,0,0,COMPILE-TIME,OPTIONAL
NO,OFF,OFF,NULL,GTID_STRICT_MODE,BOOLEAN,GLOBAL,"OFF,ON",Enforce strict seq_no ordering of events in the binary log. Slave stops with an error if it encounters an event that would cause it to generate an out-of-order binlog if executed. When ON the same server-id semisync-replicated transactions that duplicate exising ones in binlog are ignored without error and slave interruption.,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,<blank>,<blank>,NULL,WSREP_PROVIDER_OPTIONS,VARCHAR,GLOBAL,NULL,Semicolon (;) separated list of wsrep options (see wsrep_provider_options documentation).,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,16382,16382,NULL,MAX_PREPARED_STMT_COUNT,INT UNSIGNED,GLOBAL,NULL,Maximum number of prepared statements in the server,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,FILE,FILE,NULL,LOG_OUTPUT,SET,GLOBAL,"NONE,FILE,TABLE",How logs should be written,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,<blank>,<blank>,NULL,WSREP_SST_DONOR,VARCHAR,GLOBAL,NULL,preferred donor node for the SST,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,50,50,NULL,INNODB_COMPRESSION_PAD_PCT_MAX,BIGINT UNSIGNED,GLOBAL,NULL,Percentage of empty space on a data page that can be reserved to make the page compressible.,NULL,75,0,0,COMPILE-TIME,OPTIONAL
NO,10,10,NULL,SLAVE_TRANSACTION_RETRIES,BIGINT UNSIGNED,GLOBAL,NULL,"Number of times the slave SQL thread will retry a transaction in case it failed with a deadlock, elapsed lock wait timeout or listed in slave_transaction_retry_errors, before giving up and stopping",NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,NULL,OFF,OFF,SKIP_REPLICATION,BOOLEAN,SESSION ONLY,"OFF,ON",Changes are logged into the binary log with the @@skip_replication flag set. Such events will not be replicated by slaves that run with --replicate-events-marked-for-skip set different from its default of REPLICATE. See Selectively skipping replication of binlog events for more information.,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,0,0,NULL,TCP_KEEPALIVE_INTERVAL,INT,GLOBAL,NULL,"The interval, in seconds, between when successive keep-alive packets are sent if no acknowledgement is received.If set to 0, system dependent default is used.",NULL,2147483,0,1,COMPILE-TIME,REQUIRED
NO,300,300,NULL,DELAYED_INSERT_TIMEOUT,BIGINT UNSIGNED,GLOBAL,NULL,How long a INSERT DELAYED thread should wait for INSERT statements before terminating,NULL,31536000,1,1,COMPILE-TIME,REQUIRED
NO,100,100,100,OPTIMIZER_SELECTIVITY_SAMPLING_LIMIT,BIGINT UNSIGNED,SESSION,NULL,Controls number of record samples to check condition selectivity,NULL,4294967295,10,1,COMPILE-TIME,REQUIRED
NO,ss0112.log,<blank>,NULL,GENERAL_LOG_FILE,VARCHAR,GLOBAL,NULL,Log connections and queries to given file,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,NULL,0,0,INSERT_ID,BIGINT UNSIGNED,SESSION ONLY,NULL,The value to be used by the following INSERT or ALTER TABLE statement when inserting an AUTO_INCREMENT value,NULL,18446744073709551615,0,1,COMPILE-TIME,NULL
NO,OFF,OFF,NULL,INNODB_CMP_PER_INDEX_ENABLED,BOOLEAN,GLOBAL,"OFF,ON","Enable INFORMATION_SCHEMA.innodb_cmp_per_index, may have negative impact on performance (off by default)",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,268435456,16777216,268435456,MAX_ALLOWED_PACKET,BIGINT UNSIGNED,SESSION,NULL,Max packet length to send to or receive from the server,NULL,1073741824,1024,1024,CONFIG,REQUIRED
NO,134217728,134217728,NULL,INNODB_ONLINE_ALTER_LOG_MAX_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Maximum modification log file size for online index creation,NULL,18446744073709551615,65536,0,COMPILE-TIME,REQUIRED
NO,"admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk","admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk","admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk",LOG_SLOW_FILTER,SET,SESSION,"admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,not_using_index,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk","Log only certain types of queries to the slow log. If variable empty all kind of queries are logged.  All types are bound by slow_query_time, except 'not_using_index' which is always logged if enabled",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,8388608,8388608,8388608,ROWID_MERGE_BUFF_SIZE,BIGINT UNSIGNED,SESSION,NULL,The size of the buffers used [NOT] IN evaluation via partial matching,NULL,9223372036854775807,0,1,COMPILE-TIME,REQUIRED
NO,YES,YES,YES,UPDATABLE_VIEWS_WITH_LIMIT,ENUM,SESSION,"NO,YES","YES = Don't issue an error message (warning only) if a VIEW without presence of a key of the underlying table is used in queries with a LIMIT clause for updating. NO = Prohibit update of a VIEW, which does not contain a key of the underlying table and the query uses a LIMIT clause (usually get from GUI tools)",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,OFF,OFF,OFF,WSREP_CAUSAL_READS,BOOLEAN,SESSION,"OFF,ON",Setting this variable is equivalent to setting wsrep_sync_wait READ flag,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,100,100,100,COLUMN_COMPRESSION_THRESHOLD,INT UNSIGNED,SESSION,NULL,Minimum column data length eligible for compression,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,AUTO,AUTO,NULL,WSREP_SST_RECEIVE_ADDRESS,VARCHAR,GLOBAL,NULL,Address where node is waiting for SST contact,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,<blank>,<blank>,NULL,SLAVE_TYPE_CONVERSIONS,SET,GLOBAL,"ALL_LOSSY,ALL_NON_LOSSY","Set of slave type conversions that are enabled. If the variable is empty, no conversions are allowed and it is expected that the types match exactly",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,WSREP_REPLICATE_MYISAM,BOOLEAN,GLOBAL,"OFF,ON",To enable myisam replication,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,100,100,NULL,ARIA_PAGECACHE_DIVISION_LIMIT,BIGINT UNSIGNED,GLOBAL,NULL,The minimum percentage of warm blocks in key cache,NULL,100,1,1,COMPILE-TIME,REQUIRED
NO,ON,ON,ON,SQL_QUOTE_SHOW_CREATE,BOOLEAN,SESSION,"OFF,ON","If set to 1, the default, the server will quote identifiers for SHOW CREATE DATABASE, SHOW CREATE TABLE and SHOW CREATE VIEW statements. Quoting is disabled if set to 0. Enable to ensure replications works when identifiers require quoting.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,1000,1000,1000,IN_PREDICATE_CONVERSION_THRESHOLD,INT UNSIGNED,SESSION,NULL,The minimum number of scalar elements in the value list of IN predicate that triggers its conversion to IN subquery. Set to 0 to disable the conversion.,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,<blank>,<blank>,NULL,WSREP_MODE,SET,GLOBAL,"STRICT_REPLICATION,BINLOG_ROW_FORMAT_ONLY,REQUIRED_PRIMARY_KEY,REPLICATE_MYISAM,REPLICATE_ARIA,DISALLOW_LOCAL_GTID,BF_ABORT_MARIABACKUP",Set of WSREP features that are enabled.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,20,20,NULL,INNODB_DEFRAGMENT_FILL_FACTOR_N_RECS,INT UNSIGNED,GLOBAL,NULL,"How many records of space defragmentation should leave on the page. This variable, together with innodb_defragment_fill_factor, is introduced so defragmentation won't pack the page too full and cause page split on the next insert on every page. The variable indicating more defragmentation gain is the one effective.",NULL,100,1,0,COMPILE-TIME,REQUIRED
NO,strict,strict,NULL,WSREP_CERTIFICATION_RULES,ENUM,GLOBAL,"strict,optimized","Certification rules to use in the cluster. Possible values are: ""strict"": stricter rules that could result in more certification failures. ""optimized"": relaxed rules that allow more concurrency and cause less certification failures.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,300,300,NULL,ARIA_PAGECACHE_AGE_THRESHOLD,BIGINT UNSIGNED,GLOBAL,NULL,This characterizes the number of hits a hot block has to be untouched until it is considered aged enough to be downgraded to a warm block. This specifies the percentage ratio of that number of hits to the total number of blocks in the page cache.,NULL,18446744073709551615,100,100,COMPILE-TIME,REQUIRED
NO,"BACKUP,QUICK","BACKUP,QUICK",NULL,ARIA_RECOVER_OPTIONS,SET,GLOBAL,"NORMAL,BACKUP,FORCE,QUICK,OFF",Specifies how corrupted tables should be automatically repaired,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,ss0112-slow.log,<blank>,NULL,SLOW_QUERY_LOG_FILE,VARCHAR,GLOBAL,NULL,Log slow queries to given log file. Defaults logging to 'hostname'-slow.log. Must be enabled to activate other slow log options,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,bytes,bytes,bytes,WSREP_TRX_FRAGMENT_UNIT,ENUM,SESSION,"bytes,rows,statements","Unit for streaming replication transaction fragments' size: bytes, rows, statements",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,ON,ON,NULL,SECURE_AUTH,BOOLEAN,GLOBAL,"OFF,ON",Disallow authentication for accounts that have old (pre-4.1) passwords,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,ON,ON,NULL,SLAVE_SQL_VERIFY_CHECKSUM,BOOLEAN,GLOBAL,"OFF,ON",Force checksum verification of replication events after reading them from relay log. Note: Events are always checksum-verified by slave on receiving them from the network before writing them to the relay log,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,67108864,134216704,67108864,MYISAM_SORT_BUFFER_SIZE,BIGINT UNSIGNED,SESSION,NULL,The buffer that is allocated when sorting the index when doing a REPAIR or when creating indexes with CREATE INDEX or ALTER TABLE,NULL,1152921504606846975,4096,1,CONFIG,REQUIRED
NO,37,37,NULL,INNODB_OLD_BLOCKS_PCT,INT UNSIGNED,GLOBAL,NULL,Percentage of the buffer pool to reserve for 'old' blocks.,NULL,95,5,0,COMPILE-TIME,REQUIRED
NO,6,6,NULL,INNODB_COMPRESSION_LEVEL,INT UNSIGNED,GLOBAL,NULL,"Compression level used for zlib compression.  0 is no compression, 1 is fastest, 9 is best compression and default is 6.",NULL,9,0,0,COMPILE-TIME,REQUIRED
NO,28800,28800,28800,INTERACTIVE_TIMEOUT,BIGINT UNSIGNED,SESSION,NULL,The number of seconds the server waits for activity on an interactive connection before closing it,NULL,31536000,1,1,COMPILE-TIME,REQUIRED
NO,10000,10000,NULL,SYNC_RELAY_LOG_INFO,INT UNSIGNED,GLOBAL,NULL,Synchronously flush relay log info to disk after every #th transaction. Use 0 to disable synchronous flushing,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,optimistic,optimistic,NULL,SLAVE_PARALLEL_MODE,ENUM,GLOBAL,"none,minimal,conservative,optimistic,aggressive","Controls what transactions are applied in parallel when using --slave-parallel-threads. Possible values: ""optimistic"" tries to apply most transactional DML in parallel, and handles any conflicts with rollback and retry. ""conservative"" limits parallelism in an effort to avoid any conflicts. ""aggressive"" tries to maximise the parallelism, possibly at the cost of increased conflict rate. ""minimal"" only parallelizes the commit steps of transactions. ""none"" disables parallel apply completely.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,ON,ON,ON,AUTOCOMMIT,BOOLEAN,SESSION,"OFF,ON","If set to 1, the default, all queries are committed immediately. If set to 0, they are only committed upon a COMMIT statement, or rolled back with a ROLLBACK statement. If autocommit is set to 0, and then changed to 1, all open transactions are immediately committed.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
NO,NO,NO,NULL,SLAVE_RUN_TRIGGERS_FOR_RBR,ENUM,GLOBAL,"NO,YES,LOGGING,ENFORCE","Modes for how triggers in row-base replication on slave side will be executed. Legal values are NO (default), YES, LOGGING and ENFORCE. NO means that trigger for RBR will not be running on slave. YES and LOGGING means that triggers will be running on slave, if there was not triggers running on the master for the statement. LOGGING also means results of that the executed triggers work will be written to the binlog. ENFORCE means that triggers will always be run on the slave, even if there are triggers on the master. ENFORCE implies LOGGING.",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,200,200,200,EQ_RANGE_INDEX_DIVE_LIMIT,INT UNSIGNED,SESSION,NULL,"The optimizer will use existing index statistics instead of doing index dives for equality ranges if the number of equality ranges for the index is larger than or equal to this number. If set to 0, index dives are always used.",NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,131072,131072,NULL,SLAVE_PARALLEL_MAX_QUEUED,BIGINT UNSIGNED,GLOBAL,NULL,Limit on how much memory SQL threads should use per parallel replication thread when reading ahead in the relay log looking for opportunities for parallel replication. Only used when --slave-parallel-threads > 0.,NULL,2147483647,0,1,COMPILE-TIME,REQUIRED
NO,<blank>,<blank>,NULL,WSREP_SST_AUTH,VARCHAR,GLOBAL,NULL,Authentication for SST connection,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,1024,1024,NULL,KEY_CACHE_BLOCK_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,The default size of key cache blocks,NULL,16384,512,512,COMPILE-TIME,REQUIRED
NO,4096,4096,4096,TRANSACTION_PREALLOC_SIZE,BIGINT UNSIGNED,SESSION,NULL,Persistent buffer for transactions to be stored in binary log,NULL,134217728,1024,1024,COMPILE-TIME,REQUIRED
NO,ON,ON,NULL,WSREP_CERTIFY_NONPK,BOOLEAN,GLOBAL,"OFF,ON",Certify tables with no primary key,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,FULL,FULL,FULL,BINLOG_ROW_IMAGE,ENUM,SESSION,"MINIMAL,NOBLOB,FULL","Controls whether rows should be logged in 'FULL', 'NOBLOB' or 'MINIMAL' formats. 'FULL', means that all columns in the before and after image are logged. 'NOBLOB', means that mysqld avoids logging blob columns whenever possible (eg, blob column was not changed or is not part of primary key). 'MINIMAL', means that a PK equivalent (PK columns or full row if there is no PK in the table) is logged in the before image, and only changed columns are logged in the after image. (Default: FULL).",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
NO,OFF,OFF,NULL,MYISAM_USE_MMAP,BOOLEAN,GLOBAL,"OFF,ON",Use memory mapping for reading and writing MyISAM tables,NULL,NULL,NULL,NULL,COMPILE-TIME,NONE
NO,OFF,OFF,NULL,ENCRYPT_TMP_DISK_TABLES,BOOLEAN,GLOBAL,"OFF,ON",Encrypt temporary on-disk tables (created as part of query execution),NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,8000000,8000000,NULL,INNODB_FT_CACHE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,InnoDB Fulltext search cache size in bytes,NULL,1099511627776,1600000,0,COMPILE-TIME,REQUIRED
NO,32000,32000,32000,OPTIMIZER_MAX_SEL_ARG_WEIGHT,BIGINT UNSIGNED,SESSION,NULL,The maximum weight of the SEL_ARG graph. Set to 0 for no limit,NULL,4294967295,0,1,COMPILE-TIME,REQUIRED
NO,0,0,0,IDLE_READONLY_TRANSACTION_TIMEOUT,INT UNSIGNED,SESSION,NULL,The number of seconds the server waits for read-only idle transaction,NULL,31536000,0,1,COMPILE-TIME,REQUIRED
NO,OFF,OFF,OFF,SQL_SAFE_UPDATES,BOOLEAN,SESSION,"OFF,ON","If set to 1, UPDATEs and DELETEs need either a key in the WHERE clause, or a LIMIT clause, or else they will aborted. Prevents the common mistake of accidentally deleting or updating every row in a table.",NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
NO,REPLICATE,REPLICATE,NULL,REPLICATE_EVENTS_MARKED_FOR_SKIP,ENUM,GLOBAL,"REPLICATE,FILTER_ON_SLAVE,FILTER_ON_MASTER",Whether the slave should replicate events that were created with @@skip_replication=1 on the master. Default REPLICATE (no events are skipped). Other values are FILTER_ON_SLAVE (events will be sent by the master but ignored by the slave) and FILTER_ON_MASTER (events marked with @@skip_replication=1 will be filtered on the master and never be sent to the slave).,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
